id_domicilio,id_pessoa,trimestre_num,numero_entrevistas_pessoa,peso_pessoa,capital,situacao_urbana_rural,tipo_area,peso_amostral,sexo,idade,cor_raca,nivel_instrucao,numero_trabalhos,area_trabalho,grupo_atividade,grupo_ocupacao,rendimento_habitual,horas_habituais,target_informal
250031643-03-12,250031643-03-12-02,4,2,0.5,0,2,4,250.51888017,2,54,4,2,1,,01,06,500.0,15,1
250031643-04-12,250031643-04-12-01,4,2,0.5,0,2,4,280.36851787,1,48,1,7,1,,07,02,1900.0,40,1
250031643-04-12,250031643-04-12-02,4,2,0.5,0,2,4,280.36851787,2,52,1,7,1,3,09,04,2200.0,40,0
250031643-08-12,250031643-08-12-01,4,2,0.5,0,2,4,340.67792005,2,35,4,7,1,3,09,02,2100.0,20,0
250031643-08-12,250031643-08-12-02,4,2,0.5,0,2,4,340.67792005,1,41,4,3,1,,01,06,250.0,40,1
250031643-11-12,250031643-11-12-01,4,2,0.5,0,2,4,255.857667,1,79,4,1,1,,01,06,2250.0,30,1
250031823-01-11,250031823-01-11-01,4,1,1.0,0,1,2,245.16831157,2,61,1,2,1,,02,07,700.0,25,1
250031823-01-11,250031823-01-11-02,4,3,0.3333333333333333,0,1,2,245.16831157,1,59,1,1,1,,05,08,4000.0,55,1
250031823-02-11,250031823-02-11-01,4,1,1.0,0,1,2,254.75983224,1,37,1,5,1,,04,05,2000.0,60,0
250031823-02-11,250031823-02-11-02,4,1,1.0,0,1,2,254.75983224,2,40,4,7,1,,09,02,1412.0,50,0
250031823-03-11,250031823-03-11-01,4,3,0.3333333333333333,0,1,2,183.58501424,2,48,1,2,1,,04,09,150.0,32,1
250031823-04-11,250031823-04-11-01,4,3,0.3333333333333333,0,1,2,233.89441645,1,57,1,2,1,,06,05,2420.0,44,0
250031823-06-11,250031823-06-11-02,4,1,1.0,0,1,2,236.95803552,2,27,1,7,1,,06,04,1800.0,45,0
250031823-07-11,250031823-07-11-01,4,3,0.3333333333333333,0,1,2,292.95264438,1,48,4,5,1,,03,07,2300.0,44,1
250031823-08-11,250031823-08-11-01,4,1,1.0,0,1,2,266.14101209,2,38,4,2,1,,04,05,,35,1
250031823-08-11,250031823-08-11-02,4,1,1.0,0,1,2,266.14101209,1,42,4,4,1,,04,05,240.0,35,1
250031823-09-11,250031823-09-11-01,4,2,0.5,0,1,2,252.65040666,2,52,2,2,1,,11,05,1570.0,40,1
250031823-10-11,250031823-10-11-01,4,3,0.3333333333333333,0,1,2,264.09186397,2,43,4,2,1,,11,09,1600.0,24,1
250031823-10-11,250031823-10-11-02,4,3,0.3333333333333333,0,1,2,264.09186397,1,51,4,2,1,,01,08,2000.0,44,1
250031823-10-11,250031823-10-11-03,4,3,0.3333333333333333,0,1,2,264.09186397,2,26,2,5,1,,10,05,200.0,6,1
250031823-10-11,250031823-10-11-04,4,3,0.3333333333333333,0,1,2,264.09186397,1,24,4,5,1,,04,04,1412.0,40,0
250031823-10-11,250031823-10-11-05,4,1,1.0,0,1,2,264.09186397,2,21,1,5,1,,02,08,1412.0,40,0
250031823-11-11,250031823-11-11-02,4,3,0.3333333333333333,0,1,2,263.17868511,1,53,1,3,1,,03,08,1500.0,40,1
250031823-11-11,250031823-11-11-03,4,3,0.3333333333333333,0,1,2,263.17868511,2,29,1,5,1,,04,05,1480.0,44,0
250031823-11-11,250031823-11-11-04,4,3,0.3333333333333333,0,1,2,263.17868511,1,22,1,3,1,,03,08,1200.0,40,1
250031823-12-11,250031823-12-11-01,4,3,0.3333333333333333,0,1,2,267.70211195,1,42,1,3,1,,03,07,3500.0,40,1
250031823-13-11,250031823-13-11-01,4,2,0.5,0,1,2,334.74289883,1,36,4,5,1,,04,09,1600.0,60,0
250031904-01-12,250031904-01-12-04,4,1,1.0,0,1,2,197.1449378,2,41,4,7,1,,04,05,1412.0,44,1
250031904-02-12,250031904-02-12-02,4,1,1.0,0,1,2,284.82570543,2,56,4,7,1,3,08,02,1380.0,40,0
250031904-03-12,250031904-03-12-01,4,1,1.0,0,1,2,283.15874137,1,39,4,7,1,,02,02,5000.0,40,0
250031904-03-12,250031904-03-12-02,4,1,1.0,0,1,2,283.15874137,2,36,1,5,1,,04,05,1000.0,20,1
250031904-05-12,250031904-05-12-01,4,1,1.0,0,1,2,219.51533917,1,59,4,5,1,,06,05,3500.0,40,0
250031904-05-12,250031904-05-12-02,4,1,1.0,0,1,2,219.51533917,2,54,4,7,1,3,09,02,2600.0,40,0
250031904-07-12,250031904-07-12-01,4,1,1.0,0,1,2,329.00182755,1,29,1,7,1,,07,04,1412.0,40,0
250031904-07-12,250031904-07-12-02,4,1,1.0,0,1,2,329.00182755,2,34,1,5,1,,04,05,1412.0,44,0
250031904-08-12,250031904-08-12-01,4,1,1.0,0,1,2,235.20097611,1,54,4,2,1,,05,08,2000.0,30,1
250031904-08-12,250031904-08-12-02,4,1,1.0,0,1,2,235.20097611,2,49,1,4,1,,02,08,1412.0,44,0
250031904-10-12,250031904-10-12-01,4,1,1.0,0,1,2,271.54817318,2,39,4,2,1,,02,09,1412.0,44,0
250031904-10-12,250031904-10-12-02,4,1,1.0,0,1,2,271.54817318,2,19,4,5,1,,02,08,1412.0,44,0
250031904-12-12,250031904-12-12-02,4,1,1.0,0,1,2,261.31521808,1,47,1,2,1,,02,03,2500.0,40,0
250031904-13-12,250031904-13-12-01,4,1,1.0,0,1,2,262.10741769,2,57,1,2,1,,11,09,700.0,16,1
250031904-13-12,250031904-13-12-02,4,1,1.0,0,1,2,262.10741769,1,56,1,2,1,,02,08,2400.0,44,0
250031904-14-12,250031904-14-12-02,4,1,1.0,0,1,2,282.53651452,1,48,4,5,1,,04,09,2000.0,60,0
250032907-01-11,250032907-01-11-01,4,3,0.3333333333333333,0,2,4,47.71763527,2,55,4,2,1,,01,06,150.0,40,1
250032907-01-11,250032907-01-11-02,4,4,0.25,0,2,4,47.71763527,1,29,1,2,1,,01,06,150.0,40,1
250032907-02-11,250032907-02-11-01,4,3,0.3333333333333333,0,2,4,49.73613116,2,40,1,2,1,,01,06,300.0,30,1
250032907-02-11,250032907-02-11-02,4,2,0.5,0,2,4,49.73613116,1,30,1,2,1,,01,06,300.0,30,1
250032907-03-11,250032907-03-11-01,4,4,0.25,0,2,4,46.49347108,2,40,4,2,1,,11,09,350.0,30,1
250032907-03-11,250032907-03-11-02,4,4,0.25,0,2,4,46.49347108,1,21,1,5,1,,10,05,750.0,40,1
250032907-04-11,250032907-04-11-03,4,4,0.25,0,2,4,44.70592289,1,31,4,5,1,,03,09,1000.0,40,1
250032907-06-11,250032907-06-11-01,4,1,1.0,0,2,4,44.20560117,2,59,4,4,1,,01,06,200.0,40,1
250032907-06-11,250032907-06-11-02,4,1,1.0,0,2,4,44.20560117,1,19,4,6,1,,01,06,200.0,20,1
250032907-06-11,250032907-06-11-03,4,1,1.0,0,2,4,44.20560117,2,18,4,4,1,,01,06,200.0,20,1
250032907-07-11,250032907-07-11-02,4,3,0.3333333333333333,0,2,4,38.69715538,2,39,4,5,1,,11,09,170.0,15,1
250032907-11-11,250032907-11-11-01,4,3,0.3333333333333333,0,2,4,44.96477378,1,52,1,3,1,,01,06,500.0,30,1
250032961-01-11,250032961-01-11-01,4,4,0.25,1,1,1,363.55001169,2,33,4,5,1,,04,05,1600.0,44,0
250032961-05-11,250032961-05-11-02,4,4,0.25,1,1,1,307.21430366,1,59,1,2,1,,04,09,1862.0,44,0
250032961-06-11,250032961-06-11-01,4,4,0.25,1,1,1,258.28312264,1,56,4,5,1,2,08,10,4000.0,44,0
250032961-07-11,250032961-07-11-01,4,4,0.25,1,1,1,343.90236749,2,59,4,7,1,,10,05,400.0,48,1
250032961-07-11,250032961-07-11-03,4,4,0.25,1,1,1,343.90236749,1,26,4,4,1,,05,08,1412.0,52,1
250032961-09-11,250032961-09-11-01,4,4,0.25,1,1,1,429.11776789,1,21,4,3,1,,04,07,1510.0,44,0
250032961-09-11,250032961-09-11-02,4,1,1.0,1,1,1,429.11776789,2,20,4,4,2,,11,05,706.0,36,1
250032961-10-11,250032961-10-11-02,4,4,0.25,1,1,1,274.73062459,1,56,1,2,1,,04,05,200.0,44,1
250032961-11-11,250032961-11-11-01,4,4,0.25,1,1,1,389.98614198,1,40,1,6,1,,02,03,2300.0,48,0
250032961-12-11,250032961-12-11-02,4,4,0.25,1,1,1,368.18840593,1,32,1,7,1,,05,08,2000.0,30,1
250032961-12-11,250032961-12-11-03,4,4,0.25,1,1,1,368.18840593,1,27,1,7,1,2,09,02,4000.0,40,0
250032961-12-11,250032961-12-11-05,4,2,0.5,1,1,1,368.18840593,2,27,1,7,1,,04,05,2000.0,30,1
250032961-13-11,250032961-13-11-01,4,4,0.25,1,1,1,301.80309272,2,63,4,7,1,2,08,03,10000.0,30,0
250033544-01-11,250033544-01-11-01,4,3,0.3333333333333333,0,2,4,341.19154073,1,46,4,2,1,,03,09,1412.0,44,0
250033544-01-11,250033544-01-11-03,4,3,0.3333333333333333,0,2,4,341.19154073,2,19,4,5,1,,04,09,750.0,44,0
250033544-03-11,250033544-03-11-01,4,3,0.3333333333333333,0,2,4,319.28003917,1,52,2,2,1,,01,09,,36,1
250033544-04-11,250033544-04-11-02,4,3,0.3333333333333333,0,2,4,411.56216164,1,27,4,2,1,,01,09,140.0,16,1
250033544-06-11,250033544-06-11-02,4,3,0.3333333333333333,0,2,4,322.9916844,1,36,4,2,1,,03,07,1412.0,44,1
250033544-09-11,250033544-09-11-01,4,2,0.5,0,2,4,288.89099196,1,54,4,2,1,,01,06,100.0,25,1
250033544-09-11,250033544-09-11-02,4,2,0.5,0,2,4,288.89099196,2,55,4,2,1,,01,06,,25,1
250033544-10-11,250033544-10-11-01,4,2,0.5,0,2,4,397.14689575,1,28,1,5,1,,04,08,1040.0,50,1
250033544-10-11,250033544-10-11-02,4,3,0.3333333333333333,0,2,4,397.14689575,2,27,4,5,1,,09,05,300.0,20,1
250033544-11-11,250033544-11-11-01,4,1,1.0,0,2,4,283.5394217,1,65,4,1,1,,01,06,50.0,15,1
250033544-13-11,250033544-13-11-01,4,3,0.3333333333333333,0,2,4,380.56471734,1,49,4,2,1,,01,06,700.0,50,1
250033544-13-11,250033544-13-11-02,4,3,0.3333333333333333,0,2,4,380.56471734,1,17,4,4,1,,01,06,,25,1
250033544-14-11,250033544-14-11-03,4,3,0.3333333333333333,0,2,4,372.96263168,1,25,4,2,1,,01,09,60.0,8,1
250033668-01-11,250033668-01-11-02,4,3,0.3333333333333333,0,2,4,259.29587215,1,41,4,1,1,,03,07,1412.0,40,1
250033668-06-11,250033668-06-11-02,4,1,1.0,0,2,4,165.82897682,2,54,1,2,1,,04,09,30.0,4,1
250033668-07-11,250033668-07-11-01,4,3,0.3333333333333333,0,2,4,222.85619309,1,52,4,5,1,,01,06,1400.0,40,1
250033668-08-11,250033668-08-11-01,4,1,1.0,0,2,4,222.85619309,1,50,4,2,1,,02,09,2500.0,48,0
250033668-09-11,250033668-09-11-01,4,3,0.3333333333333333,0,2,4,305.10447244,1,37,4,2,1,,04,08,5000.0,55,0
250033668-13-11,250033668-13-11-01,4,3,0.3333333333333333,0,2,4,305.10447244,1,35,1,5,1,,01,06,1700.0,50,1
250033772-01-11,250033772-01-11-01,4,4,0.25,1,1,1,253.9820517,2,54,4,7,1,3,09,03,3000.0,40,0
250033772-01-11,250033772-01-11-05,4,1,1.0,1,1,1,253.9820517,1,48,1,2,1,,06,05,1412.0,44,0
250033772-02-11,250033772-02-11-01,4,4,0.25,1,1,1,260.80356742,1,38,4,6,1,,09,05,2300.0,50,0
250033772-02-11,250033772-02-11-02,4,4,0.25,1,1,1,260.80356742,2,29,4,5,1,,04,05,1586.0,44,0
250033772-03-11,250033772-03-11-02,4,4,0.25,1,1,1,240.9824421,1,25,4,5,1,,07,04,1412.0,36,0
250033772-03-11,250033772-03-11-03,4,4,0.25,1,1,1,240.9824421,2,20,4,5,1,,10,05,1412.0,30,1
250033772-04-11,250033772-04-11-01,4,4,0.25,1,1,1,220.85869637,1,29,1,5,1,,03,09,3200.0,60,0
250033772-04-11,250033772-04-11-02,4,4,0.25,1,1,1,220.85869637,2,54,1,5,1,,11,05,1412.0,40,0
250033772-05-11,250033772-05-11-01,4,4,0.25,1,1,1,213.44986554,2,36,4,5,1,,02,07,500.0,44,1
250033772-06-11,250033772-06-11-02,4,4,0.25,1,1,1,203.91362568,1,50,1,2,1,,04,07,2640.0,44,0
250033772-06-11,250033772-06-11-03,4,4,0.25,1,1,1,203.91362568,2,21,4,5,1,,07,04,1412.0,40,0
250033772-07-11,250033772-07-11-01,4,4,0.25,1,1,1,222.17064791,2,33,4,5,2,,09,03,1600.0,80,0
250033772-08-11,250033772-08-11-02,4,4,0.25,1,1,1,163.89312332,2,51,4,7,1,2,08,03,7000.0,40,0
250033772-11-11,250033772-11-11-01,4,4,0.25,1,1,1,221.37014472,1,51,1,7,1,3,08,03,5000.0,30,0
250033772-13-11,250033772-13-11-02,4,4,0.25,1,1,1,161.3772821,2,46,4,7,1,1,09,02,5000.0,30,0
250033772-14-11,250033772-14-11-01,4,4,0.25,1,1,1,222.17064791,2,34,1,7,1,,09,02,3500.0,44,1
250033919-04-12,250033919-04-12-01,4,1,1.0,0,1,4,226.99767012,2,24,4,5,1,,06,05,1200.0,30,1
250033919-07-12,250033919-07-12-01,4,1,1.0,0,1,4,163.87795912,2,52,4,2,1,,11,09,140.0,20,1
250033919-10-12,250033919-10-12-02,4,1,1.0,0,1,4,202.51475145,1,28,4,2,1,,04,09,2400.0,48,1
250033919-11-12,250033919-11-12-01,4,1,1.0,0,1,4,214.17346863,1,37,4,5,1,,03,07,1412.0,40,1
250033919-12-12,250033919-12-12-01,4,1,1.0,0,1,4,247.64661526,2,24,4,5,1,,11,05,1200.0,40,1
250033919-12-12,250033919-12-12-02,4,1,1.0,0,1,4,247.64661526,1,25,1,4,1,,03,09,1400.0,40,1
250033919-13-12,250033919-13-12-01,4,1,1.0,0,1,4,234.45482615,1,25,4,4,1,,01,09,1412.0,60,1
250033919-13-12,250033919-13-12-02,4,1,1.0,0,1,4,234.45482615,2,19,1,5,1,,04,05,1100.0,40,1
250033919-14-12,250033919-14-12-02,4,1,1.0,0,1,4,156.02620646,2,37,4,5,1,,11,09,800.0,30,1
250034091-02-11,250034091-02-11-01,4,4,0.25,0,2,4,142.41054254,1,60,2,2,1,,01,09,840.0,24,1
250034091-05-11,250034091-05-11-02,4,4,0.25,0,2,4,156.77587582,1,46,1,2,1,,01,09,600.0,24,1
250034091-06-11,250034091-06-11-02,4,4,0.25,0,2,4,177.00140501,1,31,1,4,1,,02,07,1412.0,45,0
250034091-08-11,250034091-08-11-01,4,4,0.25,0,2,4,119.63667089,1,56,4,5,1,1,09,03,6000.0,40,0
250034091-08-11,250034091-08-11-02,4,4,0.25,0,2,4,119.63667089,2,53,1,7,1,3,09,02,5000.0,40,0
250034620-01-12,250034620-01-12-01,4,1,1.0,0,1,2,222.06600062,1,57,2,4,1,,11,09,1600.0,40,1
250034620-02-12,250034620-02-12-01,4,1,1.0,0,1,2,255.78948822,2,27,1,7,2,,07,03,3000.0,100,1
250034620-04-12,250034620-04-12-02,4,1,1.0,0,1,2,236.09661124,1,41,1,7,1,,07,02,1412.0,50,0
250034620-05-12,250034620-05-12-01,4,1,1.0,0,1,2,233.80548042,1,50,4,5,1,2,07,04,4000.0,36,0
250034620-05-12,250034620-05-12-02,4,1,1.0,0,1,2,233.80548042,2,49,4,5,1,3,09,03,1300.0,40,0
250034620-06-12,250034620-06-12-03,4,1,1.0,0,1,2,231.71093016,1,29,4,7,1,,10,03,1800.0,44,1
250034620-07-12,250034620-07-12-01,4,1,1.0,0,1,2,293.76345003,1,32,2,5,1,,04,01,6000.0,44,0
250034620-08-12,250034620-08-12-02,4,1,1.0,0,1,2,180.55043458,1,72,4,7,1,1,08,04,5000.0,40,0
250034620-09-12,250034620-09-12-02,4,1,1.0,0,1,2,179.57634326,1,56,4,7,1,1,09,02,6500.0,40,0
250034620-09-12,250034620-09-12-03,4,1,1.0,0,1,2,179.57634326,2,51,4,7,1,2,08,02,4000.0,40,0
250034620-11-12,250034620-11-12-02,4,1,1.0,0,1,2,216.2684537,1,48,1,5,1,,04,05,600.0,36,1
250034620-14-12,250034620-14-12-03,4,1,1.0,0,1,2,245.39153472,1,35,4,5,1,,10,04,650.0,22,0
250034845-03-11,250034845-03-11-02,4,4,0.25,1,1,1,328.67094042,1,48,4,2,1,,04,09,200.0,8,1
250034845-05-11,250034845-05-11-01,4,4,0.25,1,1,1,311.34077054,2,46,4,2,1,,11,09,400.0,10,1
250034845-06-11,250034845-06-11-01,4,1,1.0,1,1,1,286.94929183,2,58,4,2,1,,11,09,1412.0,40,1
250034845-06-11,250034845-06-11-02,4,4,0.25,1,1,1,286.94929183,1,64,4,2,1,,03,07,500.0,20,1
250034845-07-11,250034845-07-11-01,4,4,0.25,1,1,1,295.74542493,2,49,4,5,1,,11,09,1412.0,44,0
250034845-07-11,250034845-07-11-02,4,4,0.25,1,1,1,295.74542493,1,52,4,2,1,,03,07,1500.0,44,1
250034845-11-11,250034845-11-11-01,4,4,0.25,1,1,1,243.34810491,1,60,4,2,1,,03,09,1412.0,40,1
250034845-12-11,250034845-12-11-01,4,4,0.25,1,1,1,324.88334097,2,36,4,7,1,,07,04,1520.0,36,0
250034845-12-11,250034845-12-11-02,4,2,0.5,1,1,1,324.88334097,1,41,4,5,1,,04,03,1412.0,44,0
250034863-03-11,250034863-03-11-02,4,3,0.3333333333333333,1,1,1,525.05227099,2,45,4,5,1,,09,09,1412.0,36,0
250034863-06-11,250034863-06-11-01,4,1,1.0,1,1,1,503.2253267,1,31,2,3,1,,03,07,4000.0,44,1
250034863-06-11,250034863-06-11-02,4,2,0.5,1,1,1,503.2253267,2,51,2,3,1,,09,05,1600.0,40,0
250034863-08-11,250034863-08-11-01,4,3,0.3333333333333333,1,1,1,481.74234377,1,46,4,7,2,3,09,02,7000.0,60,0
250034863-08-11,250034863-08-11-02,4,3,0.3333333333333333,1,1,1,481.74234377,2,43,1,7,1,,04,05,2000.0,40,1
250034863-09-11,250034863-09-11-01,4,3,0.3333333333333333,1,1,1,519.03916793,1,50,4,5,1,,04,03,1412.0,44,0
250034863-09-11,250034863-09-11-02,4,3,0.3333333333333333,1,1,1,519.03916793,2,49,4,4,1,3,09,05,1412.0,40,0
250034863-10-11,250034863-10-11-01,4,2,0.5,1,1,1,485.89840951,2,33,4,5,1,,10,05,1500.0,40,1
250034863-12-11,250034863-12-11-01,4,3,0.3333333333333333,1,1,1,532.13084475,1,48,1,5,1,,03,07,1412.0,44,0
250034863-13-11,250034863-13-11-01,4,3,0.3333333333333333,1,1,1,457.03674458,2,49,4,5,1,,07,09,1412.0,44,0
250034863-13-11,250034863-13-11-02,4,3,0.3333333333333333,1,1,1,457.03674458,1,51,4,3,1,,03,07,2800.0,40,0
250034863-13-11,250034863-13-11-03,4,3,0.3333333333333333,1,1,1,457.03674458,1,19,1,5,1,,04,05,1550.0,44,0
250034863-14-11,250034863-14-11-01,4,3,0.3333333333333333,1,1,1,470.54396747,1,41,1,2,1,,06,07,2500.0,20,0
250034863-14-11,250034863-14-11-02,4,3,0.3333333333333333,1,1,1,470.54396747,2,57,1,2,1,,06,05,2500.0,15,1
250035110-01-11,250035110-01-11-01,4,3,0.3333333333333333,0,1,2,337.16062168,2,45,4,4,1,,11,09,1412.0,40,0
250035110-01-11,250035110-01-11-02,4,4,0.25,0,1,2,337.16062168,1,47,4,1,1,,03,07,1500.0,40,1
250035110-01-11,250035110-01-11-03,4,3,0.3333333333333333,0,1,2,337.16062168,1,22,4,4,1,,07,04,600.0,20,0
250035110-05-11,250035110-05-11-02,4,4,0.25,0,1,2,284.0592403,1,47,1,7,2,3,09,03,3500.0,88,0
250035110-07-11,250035110-07-11-01,4,2,0.5,0,1,2,233.04214636,1,61,4,2,1,3,08,05,1412.0,36,0
250035110-08-11,250035110-08-11-01,4,4,0.25,0,1,2,330.67380982,2,52,1,5,1,,11,09,600.0,4,1
250035110-08-11,250035110-08-11-02,4,2,0.5,0,1,2,330.67380982,2,43,4,4,1,,11,09,300.0,4,1
250035110-08-11,250035110-08-11-03,4,2,0.5,0,1,2,330.67380982,1,22,2,3,1,,07,07,1000.0,24,1
250035110-08-11,250035110-08-11-07,4,2,0.5,0,1,2,330.67380982,1,20,1,4,1,,06,09,1570.0,44,0
250035110-09-11,250035110-09-11-02,4,1,1.0,0,1,2,271.72572871,2,18,2,5,1,,06,09,1400.0,44,1
250035110-10-11,250035110-10-11-01,4,3,0.3333333333333333,0,1,2,250.10673169,1,51,4,2,1,,10,05,1000.0,65,1
250035110-13-11,250035110-13-11-01,4,1,1.0,0,1,2,339.77476685,2,30,4,5,1,,04,05,150.0,56,1
250035230-01-11,250035230-01-11-01,4,4,0.25,0,1,4,341.54262324,1,58,4,3,1,,04,07,6000.0,50,0
250035230-01-11,250035230-01-11-02,4,4,0.25,0,1,4,341.54262324,2,29,4,7,1,,09,03,4000.0,48,1
250035230-02-11,250035230-02-11-02,4,4,0.25,0,1,4,344.44962205,1,35,2,5,1,,07,05,2500.0,60,0
250035230-03-11,250035230-03-11-01,4,4,0.25,0,1,4,271.57250228,2,53,4,7,1,,07,03,5500.0,40,0
250035230-03-11,250035230-03-11-02,4,3,0.3333333333333333,0,1,4,271.57250228,2,34,4,7,2,,09,02,1000.0,20,1
250035230-04-11,250035230-04-11-01,4,4,0.25,0,1,4,253.60540641,2,56,4,7,1,1,09,01,5000.0,40,0
250035230-05-11,250035230-05-11-01,4,4,0.25,0,1,4,362.93448388,1,41,4,5,1,,05,08,1300.0,50,1
250035230-05-11,250035230-05-11-02,4,4,0.25,0,1,4,362.93448388,2,32,4,6,1,3,09,09,1412.0,30,0
250035230-06-11,250035230-06-11-01,4,4,0.25,0,1,4,273.11242662,1,63,4,7,1,2,08,02,30000.0,48,0
250035230-07-11,250035230-07-11-01,4,2,0.5,0,1,4,363.23502423,2,39,4,7,1,3,08,04,2200.0,30,0
250035230-07-11,250035230-07-11-02,4,4,0.25,0,1,4,363.23502423,1,39,1,7,1,,07,04,2700.0,40,0
250035230-08-11,250035230-08-11-01,4,4,0.25,0,1,4,251.86304211,1,69,4,5,1,2,03,08,2300.0,50,0
250035230-08-11,250035230-08-11-02,4,4,0.25,0,1,4,251.86304211,2,54,1,5,1,,04,05,1412.0,46,1
250035230-09-11,250035230-09-11-01,4,4,0.25,0,1,4,422.74973932,1,31,2,7,1,,07,02,15000.0,40,1
250035230-09-11,250035230-09-11-02,4,4,0.25,0,1,4,422.74973932,2,27,1,7,1,,07,02,10000.0,40,0
250035230-12-11,250035230-12-11-01,4,4,0.25,0,1,4,267.23400577,2,38,4,6,1,,04,05,1412.0,28,1
250035230-13-11,250035230-13-11-01,4,4,0.25,0,1,4,448.83984555,1,36,1,7,1,1,09,04,10000.0,40,0
250035230-14-11,250035230-14-11-01,4,4,0.25,0,1,4,334.2693526,2,64,4,7,1,3,08,04,6200.0,30,0
250035230-14-11,250035230-14-11-02,4,2,0.5,0,1,4,334.2693526,1,29,4,6,1,,06,03,500.0,20,1
250035775-01-11,250035775-01-11-01,4,3,0.3333333333333333,0,1,2,490.12950759,2,51,4,3,2,,06,05,1000.0,61,1
250035775-01-11,250035775-01-11-02,4,4,0.25,0,1,2,490.12950759,1,15,1,2,1,,06,05,,3,1
250035775-03-11,250035775-03-11-01,4,1,1.0,0,1,2,752.44098584,1,23,4,5,1,,02,08,2400.0,48,0
250035775-04-11,250035775-04-11-02,4,1,1.0,0,1,2,677.47234025,1,36,4,5,1,,02,09,2800.0,44,0
250035775-05-11,250035775-05-11-01,4,3,0.3333333333333333,0,1,2,603.51473295,2,47,1,3,1,,04,05,1000.0,42,1
250035775-05-11,250035775-05-11-02,4,4,0.25,0,1,2,603.51473295,2,24,1,5,1,,10,05,1200.0,54,1
250035775-05-11,250035775-05-11-04,4,4,0.25,0,1,2,603.51473295,1,19,4,7,1,,05,08,800.0,60,1
250035775-07-11,250035775-07-11-01,4,4,0.25,0,1,2,475.43975549,1,64,1,2,1,,03,07,2000.0,40,1
250035775-07-11,250035775-07-11-03,4,1,1.0,0,1,2,475.43975549,2,36,4,7,1,,06,05,1100.0,20,1
250035775-08-11,250035775-08-11-01,4,4,0.25,0,1,2,532.59962754,1,50,1,7,1,1,09,03,12500.0,40,0
250035775-08-11,250035775-08-11-02,4,4,0.25,0,1,2,532.59962754,2,42,1,7,2,3,09,02,10000.0,60,0
250035775-09-11,250035775-09-11-01,4,3,0.3333333333333333,0,1,2,487.87960629,1,68,4,2,1,,04,05,1000.0,70,0
250035775-09-11,250035775-09-11-02,4,3,0.3333333333333333,0,1,2,487.87960629,2,53,1,5,1,,04,05,1000.0,42,0
250035775-10-11,250035775-10-11-02,4,3,0.3333333333333333,0,1,2,430.21769389,1,65,4,2,1,,02,07,1200.0,44,1
250035775-11-11,250035775-11-11-02,4,4,0.25,0,1,2,484.28632183,1,62,1,2,1,,02,08,2200.0,45,0
250035775-12-11,250035775-12-11-01,4,4,0.25,0,1,2,612.57043425,2,47,4,2,1,,11,09,1412.0,54,0
250035775-12-11,250035775-12-11-02,4,3,0.3333333333333333,0,1,2,612.57043425,1,40,4,2,1,,03,09,400.0,18,1
250035775-14-11,250035775-14-11-01,4,3,0.3333333333333333,0,1,2,682.87337805,2,31,4,5,1,2,09,09,1700.0,36,0
250035775-14-11,250035775-14-11-02,4,3,0.3333333333333333,0,1,2,682.87337805,1,34,4,3,1,,01,09,1412.0,48,0
250035905-01-11,250035905-01-11-01,4,4,0.25,0,1,4,503.59669631,1,43,1,7,2,2,09,02,4500.0,79,0
250035905-01-11,250035905-01-11-02,4,4,0.25,0,1,4,503.59669631,2,42,1,7,2,,07,02,1500.0,42,0
250035905-03-11,250035905-03-11-02,4,4,0.25,0,1,4,336.53402581,2,52,1,7,1,1,09,03,8000.0,40,0
250035905-04-11,250035905-04-11-02,4,4,0.25,0,1,4,373.12214218,2,62,4,2,1,,07,09,1412.0,36,0
250035905-05-11,250035905-05-11-01,4,4,0.25,0,1,4,467.97268603,1,57,4,5,1,,07,05,1600.0,40,0
250035905-06-11,250035905-06-11-01,4,4,0.25,0,1,4,426.26076004,2,58,4,7,1,2,08,03,13000.0,30,0
250035905-06-11,250035905-06-11-02,4,4,0.25,0,1,4,426.26076004,2,30,1,7,1,,08,02,5500.0,30,1
250035905-07-11,250035905-07-11-01,4,4,0.25,0,1,4,475.83847448,1,47,4,5,1,,04,09,1412.0,48,1
250035905-07-11,250035905-07-11-02,4,4,0.25,0,1,4,475.83847448,2,42,4,5,1,,04,05,1412.0,48,0
250035905-08-11,250035905-08-11-01,4,4,0.25,0,1,4,515.95227501,2,36,4,7,1,,04,05,8000.0,36,1
250035905-08-11,250035905-08-11-02,4,2,0.5,0,1,4,515.95227501,1,43,1,7,1,,04,01,30000.0,48,0
250035905-09-11,250035905-09-11-01,4,4,0.25,0,1,4,330.76148521,2,53,4,2,1,,11,05,400.0,32,1
250035905-10-11,250035905-10-11-01,4,4,0.25,0,1,4,470.85035568,1,49,4,5,1,,06,01,5000.0,40,0
250035905-10-11,250035905-10-11-02,4,4,0.25,0,1,4,470.85035568,2,47,1,7,1,,07,02,4000.0,40,0
250035905-11-11,250035905-11-11-01,4,4,0.25,0,1,4,441.7198697,2,72,4,7,1,2,08,02,12000.0,40,0
250035905-12-11,250035905-12-11-01,4,4,0.25,0,1,4,520.22234354,1,52,1,7,2,2,09,02,4000.0,80,0
250035905-13-11,250035905-13-11-01,4,4,0.25,0,1,4,349.44932856,2,71,1,3,1,,02,07,300.0,15,1
